1779111883134|194|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%son%') escape '\\' or upper(se1_0.direccion) like upper('%son%') escape '\\' or upper(se1_0.horario) like upper('%son%') escape '\\' limit 5
1779111883338|193|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%servicios%') escape '\\' or upper(se1_0.direccion) like upper('%servicios%') escape '\\' or upper(se1_0.horario) like upper('%servicios%') escape '\\' limit 5
1779111906276|298|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%cuales%') escape '\\' or upper(se1_0.direccion) like upper('%cuales%') escape '\\' or upper(se1_0.horario) like upper('%cuales%') escape '\\' limit 5
1779111906488|203|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%son%') escape '\\' or upper(se1_0.direccion) like upper('%son%') escape '\\' or upper(se1_0.horario) like upper('%son%') escape '\\' limit 5
1779111906680|187|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%servicios%') escape '\\' or upper(se1_0.direccion) like upper('%servicios%') escape '\\' or upper(se1_0.horario) like upper('%servicios%') escape '\\' limit 5
1779111906902|213|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%viña%') escape '\\' or upper(se1_0.direccion) like upper('%viña%') escape '\\' or upper(se1_0.horario) like upper('%viña%') escape '\\' limit 5
1779149560980|156|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|SELECT @@character_set_database, @@sql_mode|SELECT @@character_set_database, @@sql_mode
1779149636551|150|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|SELECT @@character_set_database, @@sql_mode|SELECT @@character_set_database, @@sql_mode
1779149665652|176|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%dame%') escape '\\' or upper(se1_0.direccion) like upper('%dame%') escape '\\' or upper(se1_0.horario) like upper('%dame%') escape '\\' limit 5
1779149665873|147|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%numeros%') escape '\\' or upper(se1_0.direccion) like upper('%numeros%') escape '\\' or upper(se1_0.horario) like upper('%numeros%') escape '\\' limit 5
1779149666062|182|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%telefonico%') escape '\\' or upper(se1_0.direccion) like upper('%telefonico%') escape '\\' or upper(se1_0.horario) like upper('%telefonico%') escape '\\' limit 5
1779149685558|148|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%dame%') escape '\\' or upper(se1_0.direccion) like upper('%dame%') escape '\\' or upper(se1_0.horario) like upper('%dame%') escape '\\' limit 5
1779149685712|148|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%numeros%') escape '\\' or upper(se1_0.direccion) like upper('%numeros%') escape '\\' or upper(se1_0.horario) like upper('%numeros%') escape '\\' limit 5
1779149685868|151|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%telefonico%') escape '\\' or upper(se1_0.direccion) like upper('%telefonico%') escape '\\' or upper(se1_0.horario) like upper('%telefonico%') escape '\\' limit 5
1779149686026|152|statement|connection 0|url jdbc:p6spy:mysql://recad-database.cro6oe8ocg9a.us-east-2.rds.amazonaws.com:3306/recad|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper(?) escape '\\' or upper(se1_0.direccion) like upper(?) escape '\\' or upper(se1_0.horario) like upper(?) escape '\\' limit ?|select se1_0.id,se1_0.direccion,se1_0.embedding,se1_0.horario,se1_0.nombre,se1_0.servicios,se1_0.telefono from sucursales se1_0 where upper(se1_0.nombre) like upper('%viña%') escape '\\' or upper(se1_0.direccion) like upper('%viña%') escape '\\' or upper(se1_0.horario) like upper('%viña%') escape '\\' limit 5
